KEGG	Name	Equation	MetaNetX	Rhea	ModelSEED	BiGG	MetaCyc	SABIO-RK
R11278	UDP-alpha-D-kanosamine:nebramine alpha-D-kanosaminyltransferase	UDP-kanosamine + Nebramine <=> UDP + Tobramycin	MNXR114576					
R11279	kanamycin-B:carbamoyl-phosphate ligase (AMP,phosphate-forming)	Kanamycin B + Carbamoyl phosphate + ATP + H2O <=> Nebramycin factor 4 + AMP + Diphosphate + Orthophosphate	MNXR114577		rxn42643		RXN-15287	
R11280	paromamine:5-phospho-alpha-D-ribose-1-diphosphate phosphoribosyltransferase	5-Phospho-alpha-D-ribose 1-diphosphate + Paromamine <=> Diphosphate + 5''-Phosphoribosylparomamine	MNXR114578		rxn23466		RXN-13207	
R11281	5''-phosphoribosylparomamine phosphohydrolase	5''-Phosphoribosylparomamine + H2O <=> 5-Ribosylparomamine + Orthophosphate	MNXR114579		rxn23467		RXN-13208	
R11282	UDP-N-acetyl-alpha-D-glucosamine:5-ribosylparomamine N-acetyl-D-glucosaminyltransferase	UDP-N-acetyl-alpha-D-glucosamine + 5-Ribosylparomamine <=> UDP + 2'''-N-Acetyl-6'''-deamino-6'''-hydroxyparomomycin II	MNXR114580		rxn23468		RXN-13209	
R11283	2'''-N-acetyl-6'''-deamino-6'''-hydroxyparomomycin-II hydrolase (acetate-forming)	2'''-N-Acetyl-6'''-deamino-6'''-hydroxyparomomycin II + H2O <=> 6'''-Deamino-6'''-hydroxyparomomycin II + Acetate	MNXR114581		rxn23470		RXN-13210	
R11284	6'''-deamino-6'''-hydroxyparomomycin-II:oxygen 6'''-oxidoreductase	6'''-Deamino-6'''-hydroxyparomomycin II + Oxygen <=> 6'''-Deamino-6'''-oxoparomomycin II + Hydrogen peroxide	MNXR114582		rxn23471		RXN-13211	
R11285	paromomycin-II:2-oxoglutarate aminotransferase	Paromomycin II + 2-Oxoglutarate <=> 6'''-Deamino-6'''-oxoparomomycin II + L-Glutamate	MNXR114583		rxn23472		RXN-13212	
R11286	paromomycin-II 5'''-epimerase	Paromomycin II <=> Paromomycin	MNXR114584					
R11287		Paromomycin II <=> 5'''-epi-Lividomycin B	MNXR114585					
R11288	5'''-epi-lividomycin-B 5'''-epimerase	5'''-epi-Lividomycin B <=> Lividomycin B	MNXR114586					
R11289	UDP-D-xylose:paromamine alpha-D-xylosyltransferase	UDP-D-xylose + Paromamine <=> UDP + Gentamicin A2	MNXR114587		rxn23486		RXN-13232	
R11290	gentamicin-A2:NAD+ 3''-oxidoreductase	Gentamicin A2 + NAD+ <=> 3''-Oxogentamicin A2 + NADH + H+	MNXR114588					
R11291	3''-dehydro-3''-amino-gentamicin-A2:2-oxoglutarate aminotransferase	3''-Oxogentamicin A2 + L-Glutamate <=> 3''-Amino-3''-deoxygentamicin A2 + 2-Oxoglutarate	MNXR114589					
R11292	S-adenosyl-L-methionine:3''-dehydro-3''-amino-gentamicin-A2 N-methyltransferase	S-Adenosyl-L-methionine + 3''-Amino-3''-deoxygentamicin A2 <=> S-Adenosyl-L-homocysteine + Gentamicin A	MNXR114590					
R11293	S-adenosyl-L-methionine:methylcob(III)alamin:gentamicin-A methyltransferase	Gentamicin A + Methylcobalamin + S-Adenosyl-L-methionine + H+ + e- <=> Gentamicin X2 + Cob(II)alamin + 5'-Deoxyadenosine + L-Methionine	MNXR114591					
R11294	S-adenosyl-L-methionine:methylcob(III)alamin:gentamicin-X2 methyltransferase	Gentamicin X2 + Methylcobalamin + S-Adenosyl-L-methionine + H+ + e- <=> Antibiotic G-418 + Cob(II)alamin + 5'-Deoxyadenosine + L-Methionine	MNXR114592					
R11295		Gentamicin X2 + FAD <=> 6'-Oxogentamicin X2 + FADH2	MNXR114593					
R11296		Antibiotic G-418 + FAD <=> 6'-Oxo-G418 + FADH2	MNXR114594					
R11297	antibiotic-JI-20A:2-oxoglutarate aminotransferase	6'-Oxogentamicin X2 + L-Glutamate <=> Antibiotic JI-20A + 2-Oxoglutarate	MNXR114595					
R11298	antibiotic-JI-20Ba:2-oxoglutarate aminotransferase	6'-Oxo-G418 + L-Glutamate <=> Antibiotic JI-20Ba + 2-Oxoglutarate	MNXR114596					
R11299	antibiotic-JI-20B:2-oxoglutarate aminotransferase	6'-Oxo-G418 + L-Glutamate <=> Antibiotic JI-20B + 2-Oxoglutarate	MNXR114597					
R11300		Gentamicin C2 <=> Gentamicin C2a	MNXR114598		rxn23495		RXN-13241	
R11301		Antibiotic JI-20B <=> Antibiotic JI-20Ba	MNXR114599					
R11302		Antibiotic JI-20A <=> Gentamicin C1a	MNXR114600					
R11303		Antibiotic JI-20Ba <=> Gentamicin C2a	MNXR114601					
R11304		Antibiotic JI-20B <=> Gentamicin C2	MNXR114602					
R11305		Acarbose 7IV-phosphate <=> Acarbose	MNXR114603					
R11306	UDP-D-glucose:D-glucose 1-alpha-D-glucosyltransferase	UDP-glucose + D-Glucose <=> alpha,alpha-Trehalose + UDP	MNXR143729		rxn44034		RXN-9613	
R11307		Cellulose + H2O <=> Cellulose + Cellodextrin						
R11308		Cellodextrin <=> Cellobiose	MNXR114606					
R11309		Dextran <=> Isomaltose	MNXR114607					
R11310	beta-D-glucose 1,6-phosphomutase	beta-D-Glucose 1-phosphate <=> D-Glucose 6-phosphate	MNXR189257			PGMT_2		
R11311		Levan <=> Levanbiose	MNXR143730					
R11312		4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate + 2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate <=> Diphosphate + Thiamin monophosphate + CO2	MNXR114610	47844;47845;47846;47847	rxn23043;rxn37719		RXN-12611	
R11313	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine amidohydrolase	N-Formyl-4-amino-5-aminomethyl-2-methylpyrimidine + H2O <=> 4-Amino-5-aminomethyl-2-methylpyrimidine + Formate	MNXR114611	46212;46213;46214;46215	rxn23044		RXN-12612	
R11314		Thiamine <=> N-Formyl-4-amino-5-aminomethyl-2-methylpyrimidine	MNXR114612					
R11315		Pentalen-13-al <=> 1-Deoxypentalenate	MNXR114613					
R11316		G13056 + H2O <=> N-Acetyl-D-glucosamine + G10665	MNXR114614					
R11317		G05477 + H2O <=> G10920 + N-Acetyl-D-glucosamine	MNXR114615					
R11318		GDP-L-fucose + G10770 <=> GDP + G05477	MNXR114616					
R11319	ADP:thiamin-diphosphate phosphotransferase	Thiamin diphosphate + ADP <=> Thiamin triphosphate + AMP	MNXR114617					
R11320		UDP-D-galactose + Lactosylceramide <=> UDP + iGb3-Cer	MNXR114618					
R11321		UDP-N-acetyl-D-galactosamine + iGb3-Cer <=> UDP + iGb4-Cer	MNXR114619					
R11322		UDP-N-acetyl-D-galactosamine + iGb4-Cer <=> UDP + G02977	MNXR114620					
R11323	dTTP diphosphohydrolase	dTTP + H2O <=> dTMP + Diphosphate	MNXR97809	28534;28535;28536;28537	rxn09014	DTTPDPm;DTTPDPn;NTPP7	RXN0-5107	10421
R11324	secalciferol,adrenodoxin:oxygen oxidoreductase (1-hydroxylating)	Secalciferol + 2 Reduced adrenal ferredoxin + 2 H+ + Oxygen <=> Calcitetrol + Oxidized adrenal ferredoxin + H2O	MNXR114621					
R11325	ubiquinol:oxygen oxidoreductase (electrogenic, non H+-transporting)	2 Ubiquinol + Oxygen + 4 H+ <=> 2 Ubiquinone + 2 H2O + 4 H+						
R11326	D-sedoheptulose-7-phosphate phosphate-lyase (cyclizing demethyl-4-deoxygadusol-forming)	Sedoheptulose 7-phosphate <=> Demethyl-4-deoxygadusol + Orthophosphate + H2O	MNXR143732	49560;49561;49562;49563				
R11327	D-sedoheptulose-7-phosphate phosphate-lyase (cyclizing 2-epi-valiolone-forming)	Sedoheptulose 7-phosphate <=> 2-epi-Valiolone + Orthophosphate	MNXR114624	49564;49565;49566;49567	rxn42096		RXN-17373	
R11328	L-tryptophan ammonia-lyase (3-indoleacrylate-forming)	L-Tryptophan <=> 3-Indoleacrylate + Ammonia	MNXR114625	41259;41260;41261;41262	rxn46130		RXN-17904	
R11329	Fe-coproporphyrin-III ferro-lyase (coproporphyrin-III-forming)	Fe-coproporphyrin III + 2 H+ <=> Coproporphyrin III + Fe2+	MNXR114626	49572;49573;49574;49575	rxn46036		RXN-17518	
R11330	D-erythrulose-1-phosphate 3-epimerase	D-Erythrulose 1-phosphate <=> Erythrulose 1-phosphate	MNXR114627	49584;49585;49586;49587	rxn42989		RXN-17771	
R11332	L-erythrulose-1-phosphate isomerase	Erythrulose 1-phosphate <=> D-Erythrulose 4-phosphate	MNXR114629	49588;49589;49590;49591	rxn45386		RXN-17772	
R11333	D-erythrulose-4-phosphate ketose-aldose isomerase	D-Erythrulose 4-phosphate <=> D-Erythrose 4-phosphate	MNXR114630	48784;48785;48786;48787	rxn45643		RXN-17762	
R11334	2-hydroxy-2-methylpropanoyl-CoA CoA-carbonylmutase	2-Hydroxyisobutanoyl-CoA <=> (S)-3-Hydroxybutanoyl-CoA	MNXR114631	49592;49593;49594;49595	rxn43314		RXN-17605	
R11335	ubiquinol:oxygen oxidoreductase (H+-transporting)	2 Ubiquinol + Oxygen + 8 H+ <=> 2 Ubiquinone + 2 H2O + 8 H+						
R11336	(2S,3R)-2-hydroxy-3-(indol-3-yl)butanoate:NAD+ oxidoreductase	(2S,3R)-2-Hydroxy-3-(indol-3-yl)butanoate + NAD+ <=> (R)-3-(Indol-3-yl)-2-oxobutyrate + NADH + H+	MNXR114633	10176;10177;10178;10179	rxn48401		RXN-17529	
R11337	(R)-2-hydroxyglutarate:NAD+ 2-oxidireductase	(R)-2-Hydroxyglutarate + NAD+ <=> 2-Oxoglutarate + NADH + H+	MNXR114634	49612;49613;49614;49615	rxn15726		KETOGLUTREDUCT-RXN	15201
R11338	2-methylpropane-1,2-diol:NAD+ 1-oxidoreductase	2-Methylpropane-1,2-diol + NAD+ <=> 2-Hydroxy-2-methylpropanal + NADH + H+	MNXR114635	23552;23553;23554;23555	rxn43568		RXN-17602	
R11339	2-dehydro-3-deoxy-L-rhamnonate:NAD+ 4-oxidoreductase	2-Dehydro-3-deoxy-L-rhamnonate + NAD+ <=> 2,4-Diketo-3-deoxy-L-fuconate + NADH + H+	MNXR114636	36499;36500;36501;36502	rxn22385		RXN-12095	
R11340	validamycin-A,2-oxoglutarate:oxygen oxidoreductase (6'-hydroxylating)	Validamycin A + 2-Oxoglutarate + Oxygen <=> Validamycin B + Succinate + CO2	MNXR114637	48752;48753;48754;48755	rxn41049		RXN-17381	
R11341	D-erythritol-1-phosphate 2-oxidoreductase	D-Erythritol 1-phosphate + NADP+ <=> D-Erythrulose 1-phosphate + NADPH + H+	MNXR114638	49620;49621;49622;49623	rxn42315		RXN-17768	
R11342	D-threitol:NAD+ oxidoreductase	D-Threitol + NAD+ <=> D-Erythrulose + NADH + H+	MNXR114639	48748;48749;48750;48751	rxn42237		ERYTHRULOSE-REDUCTASE-RXN	11681
R11343	butan-1-ol:ferricytochrome c oxidoreductase	1-Butanol + Ferricytochrome c <=> Butanal + Ferrocytochrome c + H+	MNXR139868					
R11344	butan-1-ol:quinone oxidoreductase	1-Butanol + Quinone <=> Butanal + Hydroquinone	MNXR114641					
R11345	DNA-N6-methyladenosine,2-oxoglutarate:oxygen oxidoreductase (formaldehyde-forming)	DNA 6-methylaminopurine + 2-Oxoglutarate + Oxygen <=> DNA adenine + Formaldehyde + Succinate + CO2	MNXR151039					
R11346	5-methylphenazine-1-carboxylate,NADH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)	5-Methylphenazine-1-carboxylate + NADH + Oxygen <=> Pyocyanine + NAD+ + CO2 + H2O	MNXR117215	48976;48977;48978;48979	rxn22220		RXN-11898	
R11347	resorcinol,NADH:oxygen oxidoreductase (4-hydroxylating)	Resorcinol + NADH + H+ + Oxygen <=> Benzene-1,2,4-triol + NAD+ + H2O	MNXR114644	49684;49685;49686;49687	rxn20708		RXN-17558	
R11348	resorcinol,FADH2:oxygen oxidoreductase (4-hydroxylating)	Resorcinol + FADH2 + Oxygen <=> Benzene-1,2,4-triol + FAD + H2O	MNXR192306					
R11349	testosterone,reduced-ferredoxin:oxygen oxidoreductase (1alpha-hydroxylating)	Testosterone + Reduced ferredoxin + Oxygen + H+ <=> 1alpha-Hydroxytestosterone + H2O + Oxidized ferredoxin	MNXR114646					
R11350	2-hydroxy-2-methylpropanal:NAD+ oxidoreductase	2-Hydroxy-2-methylpropanal + NAD+ + H2O <=> 2-Hydroxy-2-methylpropanoate + NADH + H+	MNXR114647	49616;49617;49618;49619	rxn45916		RXN-17603	
R11351	glyoxal:oxygen oxidoreductase	Glyoxal + H2O + Oxygen <=> Glyoxylate + Hydrogen peroxide	MNXR114648	33439;33440;33441;33442	rxn44541		RXN-17511	
R11352	methylglyoxal:oxygen oxidoreductase	Methylglyoxal + H2O + Oxygen <=> Pyruvate + Hydrogen peroxide	MNXR114649	49636;49637;49638;49639	rxn47270		RXN-17510	
R11353	2,6-dihydroxybenzoate carboxy-lyase	2,6-Dihydroxybenzoate <=> Resorcinol + CO2	MNXR114650	49464;49465;49466;49467	rxn46560		RXN-17555	
R11354	RCH2NHR':oxygen oxidoreductase (deaminating)	RCH2NHR' + H2O + Oxygen <=> Aldehyde + R'NH2 + Hydrogen peroxide	MNXR114651					
R11355		(25S)-26-Hydroxycholest-4-en-3-one + 2 Reduced ferredoxin + 2 H+ + Oxygen <=> (25S)-26-Oxocholest-4-en-3-one + 2 Oxidized ferredoxin + 2 H2O	MNXR114652				RXN-12850	
R11356		(25S)-26-Oxocholest-4-en-3-one + 2 Reduced ferredoxin + 2 H+ + Oxygen <=> Delta4-Dafachronic acid + 2 Oxidized ferredoxin + H2O	MNXR114653				RXN-12849	
R11357	cholest-4-en-3-one,[reduced ferredoxin]:oxygen oxidoreductase [(25S)-3-oxocholest-4-en-26-oate forming]	Cholest-4-en-3-one + 6 Reduced ferredoxin + 6 H+ + 3 Oxygen <=> Delta4-Dafachronic acid + 6 Oxidized ferredoxin + 4 H2O	MNXR114654				RXN-17644	
R11358		Cholest-4-en-3-one + 2 Reduced ferredoxin + Oxygen <=> (25R)-26-Hydroxycholest-4-en-3-one + 2 Oxidized ferredoxin + H2O	MNXR114655					
R11359		(25R)-26-Hydroxycholest-4-en-3-one + 2 Reduced ferredoxin + Oxygen <=> (25R)-26-Oxocholest-4-en-3-one + 2 Oxidized ferredoxin + 2 H2O	MNXR114656					
R11360		(25R)-26-Oxocholest-4-en-3-one + 2 Reduced ferredoxin + Oxygen <=> (25R)-3-Oxocholest-4-en-26-oate + 2 Oxidized ferredoxin + H2O	MNXR151043					
R11361	cholest-4-en-3-one,reduced [2Fe-2S] ferredoxin:oxygen oxidoreductase [(25R)-3-oxocholest-4-en-26-oate forming]	Cholest-4-en-3-one + 6 Reduced ferredoxin + 3 Oxygen <=> (25R)-3-Oxocholest-4-en-26-oate + 6 Oxidized ferredoxin + 4 H2O	MNXR151045					
R11362		3-(1-Carboxyvinyloxy)anthranilate <=> 3,4-Dihydro-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carboxylate	MNXR114659					
R11363		3,4-Dihydro-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carboxylate <=> 3,4-Dihydro-7-hydroxy-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carboxylate	MNXR114660					
R11364		3,4-Dihydro-7-hydroxy-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carboxylate <=> 3,4-Dihydro-7-methoxy-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carboxylic acid	MNXR114661					
R11365		3,4-Dihydro-7-methoxy-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carboxylic acid <=> 3,4-Dihydro-7-methoxy-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carbonyl-CoA	MNXR114662					
R11366	L-tyrosine 2,3-aminomutase	L-Tyrosine <=> (S)-beta-Tyrosine	MNXR106662	15781;15782;15783;15784	rxn00531		TYROSINE-23-AMINOMUTASE-RXN	1101
R11367	(S)-beta-tyrosine:[peptidyl-carrier protein] ligase (AMP-forming)	ATP + (S)-beta-Tyrosine + Peptidyl-carrier protein <=> AMP + Diphosphate + (S)-beta-Tyrosyl-[pcp]	MNXR114664					
R11368	(S)-beta-tyrosyl-[pcp]:FADH2 oxidoreductase	(S)-beta-Tyrosyl-[pcp] + FADH2 + Cl- + Oxygen + H+ <=> (S)-3-Chloro-beta-tyrosyl-[pcp] + FAD + 2 H2O	MNXR114665					
R11369		(S)-beta-Tyrosyl-[pcp] <=> 3-(4-Hydroxyphenyl)-3-oxopropanoyl-[pcp]	MNXR114666					
R11370	6-methylsalicylate:CoA ligase (AMP-forming)	ATP + 6-Methylsalicylate + CoA <=> AMP + Diphosphate + 6-Methylsalicylyl-CoA	MNXR114667					
R11371	S-adenosyl-L-methionine:6-methylsalicylyl-CoA 3-C-methyltransferase	S-Adenosyl-L-methionine + 6-Methylsalicylyl-CoA <=> S-Adenosyl-L-homocysteine + 3,6-Dimethylsalicylyl-CoA	MNXR114668					
R11372	(8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate lyase (cyclic pyranopterin phosphate-forming)	(8S)-3',8-Cyclo-7,8-dihydroguanosine 5'-triphosphate + H2O <=> Precursor Z + Diphosphate	MNXR114669		rxn45996			
R11373	protoviolaceinate,NADH:O2 oxidoreductase	Protoviolaceinic acid + Oxygen + NADH + H+ <=> Violaceinic acid + NAD+ + H2O	MNXR114670	49652;49653;49654;49655				
R11374	protodeoxyviolaceinate,NADH:O2 oxidoreductase	Protodeoxyviolaceinic acid + Oxygen + NADH + H+ <=> Deoxyviolaceinic acid + NAD+ + H2O	MNXR114671	49668;49669;49670;49671				
R11375		UDP-D-galactose + Paragloboside <=> UDP + IV4Gala-nLc4-Cer	MNXR114672					
R11376		UDP-D-galactose + Globoside <=> UDP + IV4-alpha-Gal-Gb4Cer	MNXR114673					
R11377		UDP-D-galactose + NORint <=> UDP + NOR2 antigen	MNXR114674					
R11378		UDP-N-acetyl-D-galactosamine + Paragloboside <=> UDP + PX2	MNXR114675					
R11379		UDP-N-acetyl-D-galactosamine + IV4-alpha-Gal-Gb4Cer <=> UDP + NORint	MNXR114676					
R11380	(R)-mandelonitrile:oxygen oxidoreductase	Mandelonitrile + Oxygen <=> Benzoyl cyanide + Hydrogen peroxide	MNXR114677	50360;50361;50362;50363	rxn42322		RXN-17966	
R11381	(2E,6E)-farnesol:oxygen oxidoreductase	(2E,6E)-Farnesol + Oxygen <=> 2-trans,6-trans-Farnesal + Hydrogen peroxide	MNXR114678					
R11382	aurachin C:NADH:oxygen oxidoreductase (4-hydroxy-2-methyl-3-oxo-4-farnesyl-3,4-dihydroquinoline-1-oxide-forming)	Aurachin C + NADH + H+ + Oxygen <=> 4-Hydroxy-2-methyl-3-oxo-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline 1-oxide + NAD+ + H2O	MNXR114679	49000;49001;49002;49003				
R11383	aurachin C:NADPH:oxygen oxidoreductase (4-hydroxy-2-methyl-3-oxo-4-farnesyl-3,4-dihydroquinoline-1-oxide-forming)	Aurachin C + NADPH + H+ + Oxygen <=> 4-Hydroxy-2-methyl-3-oxo-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline 1-oxide + NADP+ + H2O	MNXR114680	49004;49005;49006;49007				
R11384	aurachin C:NADH:oxygen oxidoreductase (aurachin-C-epoxide-forming)	Aurachin C + NADH + H+ + Oxygen <=> Aurachin C epoxide + NAD+ + H2O	MNXR114681	49012;49013;49014;49015				
R11385	aurachin C:NADPH:oxygen oxidoreductase (aurachin-C-epoxide-forming)	Aurachin C + NADPH + H+ + Oxygen <=> Aurachin C epoxide + NADP+ + H2O	MNXR114682	49008;49009;49010;49011				
R11386	aurachin-C-epoxide mutase	Aurachin C epoxide <=> 4-Hydroxy-2-methyl-3-oxo-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline 1-oxide	MNXR114683					
R11387		3,6,8-Trihydroxy-2-naphthoate + Reduced acceptor + Oxygen <=> 3,6,7,8-Tetrahydroxy-2-naphthoate + Acceptor + H2O	MNXR114684					
R11388		3,6,7,8-Tetrahydroxy-2-naphthoate <=> 3-Hydroxy-6,7,8-trimethoxy-2-naphthoate	MNXR114685					
R11389		3-Hydroxy-6,7,8-trimethoxy-2-naphthoate <=> 3-Hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoate	MNXR114686					
R11390		3-Hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoate + CoA <=> 3-Hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA	MNXR114687					
R11391	2-aza-L-tyrosine 2,3-aminomutase	Azatyrosine <=> (R)-2-Aza-beta-tyrosine	MNXR114688					
R11392	(R)-2-aza-beta-tyrosine:[peptidyl-carrier protein] ligase (AMP-forming)	ATP + (R)-2-Aza-beta-tyrosine + Peptidyl-carrier protein <=> AMP + Diphosphate + (R)-2-Aza-beta-tyrosyl-[pcp]	MNXR114689					
R11393	(R)-2-aza-beta-tyrosyl-[pcp]:FADH2 oxidoreductase	(R)-2-Aza-beta-tyrosyl-[pcp] + FADH2 + Cl- + Oxygen + H+ <=> (R)-2-Aza-3-chloro-beta-tyrosyl-[pcp] + FAD + 2 H2O	MNXR114690					
R11394	3-deoxy-D-manno-octulosonate:oxygen 8-oxidoreductase	3-Deoxy-D-manno-octulosonate + Oxygen <=> 8-Dehydro-3-deoxy-D-manno-octulosonate + Hydrogen peroxide	MNXR114691		rxn42042			
R11395	8-amino-3,8-dideoxy-D-manno-octulosonate:2-oxoglutarate aminotransferase	8-Amino-3,8-dideoxy-D-manno-octulosonate + 2-Oxoglutarate <=> 8-Dehydro-3-deoxy-D-manno-octulosonate + L-Glutamate	MNXR114692	46892;46893;46894;46895	rxn47366		RXN-16747	
R11396	CTP:8-amino-3,8-dideoxy-D-manno-octulosonate cytidylyltransferase	CTP + 8-Amino-3,8-dideoxy-D-manno-octulosonate <=> Diphosphate + CMP-8-amino-3,8-dideoxy-beta-D-manno-octulosonate	MNXR114693					
R11397	(1->2)-beta-D-mannan:phosphate beta-D-mannosyltransferase (conformation-inverting)	1,2-beta-Oligomannan(n) + Orthophosphate <=> 1,2-beta-Oligomannan(n-1) + D-Mannose 1-phosphate						
R11398	beta-D-mannopyranosyl-(1->2)-D-mannopyranose:phosphate alpha-D-mannosyltransferase	beta-1,2-Mannobiose + Orthophosphate <=> D-Mannose + D-Mannose 1-phosphate	MNXR114695	49404;49405;49406;49407	rxn43231		RXN-17501	
R11399	dolichyl-beta-D-mannosyl-phosphate:protein-threonine O-D-mannosyltransferase	Dolichyl phosphate D-mannose + [Protein]-L-threonine <=> Dolichyl phosphate + 3-O-(alpha-D-Mannosyl)-L-threonyl-[protein]	MNXR114696					
R11400	ATP:3-O-[N-acetyl-beta-D-galactosaminyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-L-threonyl-[protein] 6-phosphotransferase	ATP + 3-O-[N-Acetyl-beta-D-galactosaminyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-L-threonyl-[protein] <=> ADP + 3-O-[N-Acetyl-beta-D-galactosaminyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-(6-phospho)mannosyl]-L-threonyl-[protein]	MNXR114697					
R11401	squalene:FAD oxidoreductase (hydroxylating)	Squalene + FAD + H2O <=> Hydroxysqualene + FADH2	MNXR192308					
R11402	GTP:valienol-1-phosphate guanylyltransferase	GTP + Valienol 1-phosphate <=> Diphosphate + GDP-valienol	MNXR114699	26055;26056;26057;26058	rxn42978		RXN-17377	
R11403	2-methylpropan-1-amine,FADH2:O2 N-oxidoreductase	2-Methylpropanamine + FADH2 + Oxygen <=> N-(2-Methylpropanyl)hydroxylamine + FAD + H2O	MNXR191408					
R11404	2-methylpropan-1-amine,FADH2:O2 N-oxidoreductase	2-Methylpropanamine + Reduced FMN + Oxygen <=> N-(2-Methylpropanyl)hydroxylamine + FMN + H2O	MNXR191410					
R11405	(S)-scoulerine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase [(S)-nandinine-forming]	(S)-Scoulerine + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> (S)-Nandinine + [Oxidized NADPH---hemoprotein reductase] + 2 H2O	MNXR151049					
R11406	ATP:validone 7-phosphotransferase	ATP + Validone <=> ADP + Validone 7-phosphate	MNXR114703	49424;49425;49426;49427	rxn25390		RXN-9145	
R11407		UDP-N-acetyl-D-glucosamine + G13027 <=> UDP + G13087	MNXR114704					
R11408	2-phosphinomethylmalate hydro-lyase [3-phosphinomethylmalate-forming]	2-Phosphinomethylmalate <=> 3-Phosphinomethylmalate	MNXR114705	49504;49505;49506;49507	rxn21143		RXN-10830	
R11409	GDP-4-dehydro-alpha-D-rhamnose 3-hydro-lyase	GDP-4-dehydro-6-deoxy-D-mannose + L-Glutamate <=> GDP-4-dehydro-3,6-dideoxy-alpha-D-mannose + 2-Oxoglutarate + Ammonia	MNXR114706	49488;49489;49490;49491	rxn46362		RXN-17514	
R11410	presqualene-diphosphate diphosphate-lyase (adding water hydroxysqualene-forming)	Presqualene diphosphate + H2O <=> Hydroxysqualene + Diphosphate	MNXR151051					
R11411	2-(glutathion-S-yl)-2-methylbut-3-en-1-ol lyase [(3R)-3,4-epoxy-3-methylbut-1-ene-forming]	2-(Glutathion-S-yl)-2-methylbut-3-en-1-ol <=> (3R)-3,4-Epoxy-3-methylbut-1-ene + Glutathione	MNXR114708	49568;49569;49570;49571	rxn45891		RXN-17592	
R11412		Acetyl-CoA + 3 Malonyl-CoA + Acyl-carrier protein <=> Orsellinate-[acp] + 4 CoA + 3 CO2 + H2O	MNXR114709					
R11413	S-adenosyl-L-methionine:orsellinate-[acp] O-methyltransferase	S-Adenosyl-L-methionine + Orsellinate-[acp] <=> S-Adenosyl-L-homocysteine + 2-Methoxyorsellinate-[acp]	MNXR114710					
R11414		2-Methoxyorsellinate-[acp] + Iodide <=> 5-Iodo-2-methoxyorsellinate-[acp]	MNXR114711					
R11415		5-Iodo-2-methoxyorsellinate-[acp] <=> 3-Hydroxy-5-iodo-2-methoxyorsellinate-[acp]	MNXR114712					
R11416	S-adenosyl-L-methionine:3-hydroxy-5-iodo-2-methoxyorsellinate-[acp] O-methyltransferase	S-Adenosyl-L-methionine + 3-Hydroxy-5-iodo-2-methoxyorsellinate-[acp] <=> S-Adenosyl-L-homocysteine + 5-Iodo-2,3-dimethoxyorsellinate-[acp]	MNXR114713					
R11417	dTDP-4-hydroxyamino-4,6-dideoxy-alpha-D-glucose:calicheamicinone 4-hydroxyamino-4,6-dideoxy-alpha-D-glucosyltransferase	dTDP-4-hydroxyamino-4,6-dideoxy-alpha-D-glucose + Calicheamicinone <=> dTDP + Calicheamicin T0	MNXR114714					
R11418	dTDP-4-deoxy-4-thio-alpha-D-digitoxose:calicheamicin-T0 4-deoxy-4-thio-alpha-D-digitoxosyltransferase	dTDP-4-deoxy-4-thio-alpha-D-digitoxose + Calicheamicin T0 <=> dTDP + 4-Deoxy-4-thio-alpha-D-digitoxosyl-calicheamicin T0	MNXR114715					
