KEGG	Name	Formula	MetaNetX	ModelSEED	BiGG	ChEBI	MetaCyc	SABIO-RK	Reactome
C15942	(3S,2'S)-4-Ketomyxol 2'-alpha-L-fucoside	C46H64O8	MNXM9421	cpd14669		80195			
C15943	Isorenieratene	C40H48	MNXM7453	cpd14670		80196	CPD-20624		
C15944	Mas7		MNXM61190	cpd14671		80197			
C15945	Mas8		MNXM61191	cpd14672		80198			
C15946	Mas17		MNXM61189	cpd14673		80199			
C15947	Mastoparan		MNXM61196	cpd14674		78496			
C15948	Myomodulin		MNXM62748	cpd14675		80200			
C15949	Neuropeptide Y		MNXM64515	cpd14676		80201		29618	
C15952	Thermocryptoxanthin-11	C57H86O7	MNXM13024	cpd14677		80202			
C15954	Thermocryptoxanthin-13	C59H90O7	MNXM13025	cpd14678		80203			
C15955	Thermocryptoxanthin-15	C61H94O7	MNXM13026	cpd14679		80204			
C15956	Thermozeaxanthin-13	C59H90O8	MNXM9149	cpd14680		80205	CPD-19671		
C15957	Thermozeaxanthin-15	C61H94O8	MNXM9150	cpd14681		80206	CPD-19672		
C15958	Thermozeaxanthin-17	C63H98O8	MNXM9151	cpd14682		80207	CPD-19673		
C15959	Thermobiszeaxanthin-13-13	C78H124O14	MNXM22037	cpd14683		80208			
C15960	Octaneuropeptide		MNXM65343	cpd14684		80209			
C15961	P55-TNFR fragment		MNXM588644						
C15962	P75-TNFR fragment		MNXM588645						
C15963	Thermobiszeaxanthin-13-15	C80H128O14	MNXM22038	cpd14687		80212			
C15964	Thermobiszeaxanthin-15-15	C82H132O14	MNXM22039	cpd14688		80213			
C15965	3'-Hydroxyechinenone	C40H54O2	MNXM734800			80214			
C15966	3-Hydroxyechinenone	C40H54O2	MNXM734801	cpd19170;cpd24927		80215	CPD-7860		
C15967	Phoenicoxanthin	C40H52O3	MNXM3530	cpd14691		80216	CPD-7849		
C15968	Adonixanthin	C40H54O3	MNXM3897	cpd14692		80217	CPD-7852		
C15969	Zeaxanthin diglucoside	C52H76O12	MNXM735723	cpd14693		63067	CPD-11471		
C15970	Abscisic acid glucose ester	C21H30O9	MNXM2878	cpd14694		22151;62436	CPD-7727		
C15971	Dihydrophaseic acid	C15H22O5	MNXM737613	cpd14695		23757			
C15972	Enzyme N6-(lipoyl)lysine	C8H14NOS2R	MNXM741250						
C15973	Enzyme N6-(dihydrolipoyl)lysine	C8H16NOS2R	MNXM731216						
C15974	3-Methyl-1-hydroxybutyl-ThPP	C17H29N4O8P2S	MNXM739428	cpd14698		80220			
C15975	[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(3-methylbutanoyl)dihydrolipoyllysine	C13H24NO2S2R	MNXM730791						
C15976	2-Methyl-1-hydroxypropyl-ThPP	C16H27N4O8P2S	MNXM739354	cpd14700		48522			
C15977	[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylpropanoyl)dihydrolipoyllysine	C12H22NO2S2R	MNXM737324						
C15978	2-Methyl-1-hydroxybutyl-ThPP	C17H29N4O8P2S	MNXM739352	cpd14702		80223			
C15979	[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylbutanoyl)dihydrolipoyllysine	C13H24NO2S2R	MNXM738206						
C15980	(S)-2-Methylbutanoyl-CoA	C26H44N7O17P3S	MNXM1105985	cpd00760;cpd19174	2mbcoa	15477;57336;88166;90222	2-METHYL-BUTYRYL-COA	2221;26656	R-ALL-70718
C15981	alpha-Cryptoxanthin	C40H56O	MNXM735276						
C15982	Thermocryptoxanthin	C53H78O7(CH2)n	MNXM740220			80226			
C15983	Thermozeaxanthin	C53H78O8(CH2)n	MNXM738615			80227			
C15984	Thermobiszeaxanthin	C66H100O14(CH2)n1(CH2)n2	MNXM727943			80228			
C15985	17-O-Acetylajmaline	C22H28N2O3	MNXM735920			37674;58679			
C15986	2,6-Dihydroxypseudooxynicotine	C10H14N2O3	MNXM2916	cpd14710		28220;66944	CPD-113	28309	
C15987	4-Methylaminobutyrate	C5H11NO2	MNXM6103	cpd14711		20441;37755;66882	CPD-124	28308	
C15988	(9S,10S)-9,10-Dihydroxyoctadecanoate	C18H36O4	MNXM1105809	cpd14712		49254;58797	CPD-9002		
C15989	(9S,10S)-10-Hydroxy-9-(phosphonooxy)octadecanoate	C18H37O7P	MNXM1103422	cpd14713		49253;58796	CPD-9001		
C15990	1L-myo-Inositol 1,2,3,4,6-pentakisphosphate	C6H17O21P5	MNXM145881	cpd14714		11369;57257	CPD-6661		
C15991	myo-Inositol pentakisphosphate	C6H17O21P5	MNXM62744	cpd14715;cpd26837		25447	D-myo-inositol-pentakisphosphates		
C15992	Cholesterol-5alpha,6alpha-epoxide	C27H46O2	MNXM3503	cpd14716		49305	CPD-8895	31634	
C15995	Bombesin		MNXM44553	cpd14717		80229			
C15996	7-Cyano-7-carbaguanine	C7H5N5O	MNXM732649	cpd14718	preq0	45075	7-CYANO-7-DEAZAGUANINE	28950	
C15997	Potassium 2,6-dihydroxytriazinecarboxylate	C4H2N3O4. K	MNXM160398			80230			
C15998	L-Methionine (R)-S-oxide	C5H11NO3S	MNXM2245	cpd14720;cpd15497	metsox_R__L	49032;58773	CPD-8990	32573	
C15999	L-Methionine (S)-S-oxide	C5H11NO3S	MNXM1106045	cpd14721	metsox_S__L	49031;58772	CPD-8989		
C16000	Urodilatin		MNXM88588	cpd14722		80231			
C16001	Reactive black 5	C26H21N5O19S6. 4Na	MNXM130262			53731			
C16002	Oxidized reactive black 5		MNXM729248						
C16003	Atrial natriuretic peptide		MNXM42965	cpd14725		80233			
C16004	Brain natriuretic peptide		MNXM44660	cpd14726		80234			
C16005	C-Type natriuretic peptide		MNXM45076	cpd14727		80235			
C16006	Uroguanylin		MNXM88591	cpd14728		80236			
C16007	Guanylin		MNXM55754	cpd14729		80237			
C16008	T-kinin	C59H89N17O14	MNXM83236	cpd14730		80238			
C16009	Big endothelin		MNXM16350	cpd14731;cpd28381		80239	big-endothelin		
C16010	Endothelin-1		MNXM17495	cpd14732;cpd28487		80240	endothelin-1	27895	
C16011	Protein-omega-N-(ADP-D-ribosyl)-L-arginine	C22H34N10O15P2R2	MNXM726746						
C16012	Endothelin-2		MNXM52070	cpd14734		80242			
C16013	Endothelin-3		MNXM52071	cpd14735		80243			
C16014	cis-Stilbene oxide	C14H12O	MNXM4527	cpd14736		50004	CPD-8984		
C16015	(+)-(1R,2R)-1,2-Diphenylethane-1,2-diol	C14H14O2	MNXM4207	cpd14737		50014	CPD-8985		
C16016	Urotensin II		MNXM88609	cpd14738		80244			
C16017	alpha-Endorphin		MNXM41285	cpd14739		80245			
C16018	gamma-Endorphin		MNXM54300	cpd14740		80246			
C16019	beta-Lipotropin		MNXM44149	cpd14741		80247			
C16020	gamma-Lipotropin		MNXM54319	cpd14742		80248			
C16021	Somatostatin-28		MNXM82433	cpd14743		80249			
C16022	Somatostatin-14		MNXM740607			64628			
C16023	Cortistatin-29		MNXM47704	cpd14745		80250			
C16024	Cortistatin-17		MNXM47703	cpd14746		80251			
C16025	Ghrelin		MNXM54953	cpd14747		75431			
C16027	Cocaine- and Amphetamine- regulated transcript (1-39)		MNXM47465	cpd14748		80252			
C16028	Amorpha-4,11-diene	C15H24	MNXM3912	cpd14749		52026	CPD-7554		
C16029	Cocaine- and Amphetamine- regulated transcript (42-89)		MNXM47466	cpd14750		80253			
C16030	Melanin-concentrating hormone		MNXM61326	cpd14751		80254			
C16031	Neuropeptide GE		MNXM64510	cpd14752		80255			
C16032	Neuropeptide W-30		MNXM64514	cpd14753		80256			
C16033	Neuropeptide W-23		MNXM64513	cpd14754		80257			
C16034	Neuropeptide B-29		MNXM64506	cpd14755		80258			
C16035	Neuropeptide B-23		MNXM64505	cpd14756		80259			
C16036	Neuropeptide S		MNXM64512	cpd14757					
C16037	Leumorphin		MNXM59989	cpd14758		80260			
C16038	2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine	C13H12N4	MNXM34816	cpd14759		76290		28738	
C16039	alpha-Neoendorphin		MNXM41513	cpd14760		80261			
C16040	beta-Neoendorphin		MNXM44157	cpd14761		80262			
C16041	Leu-enkephalin		MNXM729826	cpd14762		89656		27588	
C16042	Met-enkephalin-Arg-Gly-Leu		MNXM61520	cpd14763		80264			
C16043	Met-enkephalin-Arg-Phe		MNXM61521	cpd14764		80265			
C16044	Nociceptin	C79H129N27O22	MNXM64828	cpd14765		80266			
C16045	RFamide-related peptide 2		MNXM80752	cpd14766		80267			
C16046	Galanin-like peptide		MNXM54197	cpd14767		80268			
C16047	Motilin		MNXM62573	cpd14768		80269			
C16048	Glucagon-like peptide 1		MNXM55100	cpd14769		80270			
C16049	Glucagon-like peptide 2		MNXM55101	cpd14770		80271			
C16050	Glicentin		MNXM55070	cpd14771		80272			
C16051	Parathyroid hormone		MNXM95522	cpd14772					
C16052	Parathyroid hormone-related peptide (1-36)		MNXM67634	cpd14773		80274			
C16053	Tuberoinfundibular peptide of 39 residues		MNXM88262	cpd14774		80275			
C16054	Defensin alpha-1		MNXM48887	cpd14775		80276			
C16055	Defensin alpha-2		MNXM48888	cpd14776		80277			
C16056	Defensin alpha-3		MNXM48889	cpd14777		80278			
C16057	Defensin alpha-4		MNXM48890	cpd14778		80279			
C16058	Defensin alpha-5		MNXM48891	cpd14779		80280			
C16059	Defensin beta-1		MNXM48892	cpd14780		80281			
C16060	Defensin beta-2		MNXM48893	cpd14781		80282			
C16061	Defensin beta-3		MNXM48894	cpd14782		80283			
C16062	Defensin beta-4		MNXM48895	cpd14783		80284			
C16063	Liver-expressed antimicrobial peptide 1		MNXM60275	cpd14784		80285			
C16064	Liver-expressed antimicrobial peptide 2		MNXM60276	cpd14785		80286			
C16065	Thymosin alpha-1		MNXM87174	cpd14786		80287			
C16066	Thymosin beta-4		MNXM87176	cpd14787		80288			
C16067	Thymosin beta-10		MNXM87175	cpd14788		80289			
C16068	Humanin		MNXM56694	cpd14789		80290			
C16069	3-Sulfolactate	C3H6O6S	MNXM4995	cpd14790;cpd28053		38023;58683	RS-3-Sulfolactate		
C16070	6-(alpha-D-Glucosaminyl)-1D-myo-inositol 1,2-cyclic phosphate	C12H22NO12P	MNXM736160			52426;58891			
C16071	Riboflavin cyclic-4',5'-phosphate	C17H19N4O8P	MNXM1106150	cpd14792		15045	CPD-12658		
C16072	Aliphatic nitrile	CNR	MNXM728773						
C16074	Phenylacetonitrile	C8H7N	MNXM2709	cpd14795		25979	PHENYLACETONITRILE	20897	
C16075	(Z)-Phenylacetaldehyde oxime	C8H9NO	MNXM1108059	cpd14796		50723	PHENYLACETALDOXIME	20896	
C16076	Urotensin I		MNXM88608	cpd14797		80292			
C16077	Neurophysin I		MNXM64516	cpd14798		80293			
C16078	Neurophysin II		MNXM64517	cpd14799		80294			
C16079	Corticotropin releasing hormone		MNXM47693	cpd14800		65311			
C16080	Urocortin I		MNXM88584	cpd14801		80295			
C16081	Urocortin II		MNXM88585	cpd14802		80296			
C16082	Urocortin III		MNXM88586	cpd14803		80297			
C16084	Gonadotropin-releasing hormone II		MNXM55548	cpd14805		80298			
C16085	Growth hormone-releasing hormone (1-29)		MNXM1107498						
C16086	Prolactin-releasing peptide-31		MNXM78141	cpd14807		80300			
C16087	Prolactin-releasing peptide-20		MNXM78140	cpd14808		80301			
C16088	Pituitary adenylate cyclase-activating peptide-38		MNXM77020	cpd14809		80302			
C16089	Pituitary adenylate cyclase-activating peptide-27		MNXM77019	cpd14810		80303		29620	
C16090	Metastin		MNXM61572	cpd14811		80304			
C16091	Kisspeptin-14		MNXM59141	cpd14812		80305			
C16092	Kisspeptin-13		MNXM59140	cpd14813		80306			
C16093	Kisspeptin-10		MNXM59139	cpd14814		80307			
C16094	Substance P		MNXM740668						
C16095	Neuropeptide K		MNXM64511	cpd14816		80309			
C16096	Neuropeptide gamma		MNXM64509	cpd14817		80310			
C16097	Neurokinin A	C50H80N14O14S	MNXM64489	cpd14818		80311			
C16098	Neurokinin B	C55H79N13O14S2	MNXM64490	cpd14819		80312			
C16099	Endokinin A/B		MNXM52061	cpd14820		80313			
C16100	Endokinin C		MNXM52062	cpd14821		80314			
C16101	Endokinin D		MNXM52063	cpd14822		80315			
C16102	Obestatin		MNXM65228	cpd14823		80316			
C16103	Agouti related protein (87-132)		MNXM40462	cpd14824		80317			
C16104	Neuropeptide EI		MNXM64507	cpd14825		80318			
C16105	Orexin A		MNXM65629	cpd14826		80319			
C16106	Orexin B		MNXM65630	cpd14827		80320			
C16107	Neuromedin S		MNXM64501	cpd14828		80321			
C16108	Adrenorphin	C44H69N15O9S	MNXM1103404	cpd14829					
C16109	RFamide-related peptide 1		MNXM80751	cpd14830		80323			
C16110	RFamide-related peptide 3		MNXM80753	cpd14831		80324			
C16111	Neuropeptide AF		MNXM64504	cpd14832		80325			
C16112	Neuropeptide FF		MNXM64508	cpd14833		80326			
C16113	Gastrin-17		MNXM54775			75441			
C16114	Cholecystokinin-8		MNXM46543	cpd14835		80327		27356	
C16115	Gastrin-releasing peptide		MNXM54777	cpd14836		80328			
C16116	L-Aminoacyl-L-amino acid	C4H6N2O3R2	MNXM800	cpd14837		137430;55399;77460			
C16117	Pancreatic polypeptide		MNXM67564	cpd14838		80329			
C16118	Peptide YY		MNXM20352	cpd14839		80330			
C16119	Vasoactive intestinal peptide		MNXM88740	cpd14840		80331			
C16120	C-peptide		MNXM45068	cpd14841		80332			
C16121	Relaxin-1		MNXM80655	cpd14842		80333			
C16122	Relaxin-2		MNXM80656	cpd14843		80334			
C16123	Relaxin-3		MNXM21536	cpd14844		80335			
C16124	Insulin-like 3		MNXM57515	cpd14845		80336			
C16125	Calcitonin gene-related peptide 1		MNXM45212	cpd14846		80337			
C16126	Calcitonin gene-related peptide 2		MNXM45213	cpd14847		80338			
C16127	Adrenomedullin		MNXM40350	cpd14848		80339			
C16128	Adrenomedullin 2		MNXM40351	cpd14849		80340			
C16129	Calcitonin receptor-stimulating peptide 1		MNXM45214	cpd14850		80341			
C16130	Amylin		MNXM15994	cpd14851		80342			
C16131	Insulin-like growth factor I		MNXM18687	cpd14852		80343		29712	
C16132	Insulin-like growth factor II		MNXM57516	cpd14853		80344			
C16133	Cholecystokinin-33		MNXM46542	cpd14854		80345			
C16134	Corticotropin-like intermediary peptide		MNXM47696	cpd14855		80346			
C16135	Dynorphin B		MNXM51738	cpd14856	CE2891	80347			
C16136	beta-Melanotropin		MNXM44150	cpd14857		80348			
C16137	gamma-Melanotropin		MNXM54320	cpd14858		80349			
C16138	L-Pyrrolysine	C12H21N3O3	MNXM739964	cpd14859		21860;58499;65258	CPD-3321		
C16139	tRNA(Pyl)		MNXM96121	cpd14860;cpd27824		15185	PYL-tRNA		
C16140	L-Lysyl-tRNA(Pyl)	C16H29N2O11PR2(C5H8O6PR)n	MNXM91218	cpd14861		80350			
C16141	(+)-Germacrene A	C15H24	MNXM1102494	cpd14862		36517;41595	CPD-8743;CPD-9006;Zealexins		
C16142	(-)-Germacrene D	C15H24	MNXM733878	cpd14863		49044	CPD-8746		
C16143	(1E,4S,5E,7R)-Germacra-1(10),5-dien-11-ol	C15H26O	MNXM731728						
C16144	4,4'-Diapophytoene	C30H48	MNXM728147	cpd14865		62738	CPD-9906		
C16145	4,4'-Diaponeurosporene	C30H42	MNXM729587	cpd14866		62743	CPD-9911	28313	
C16146	4,4'-Diaponeurosporenic acid	C30H40O2	MNXM3175	cpd14867		79064;83048	CPD-9913		
C16147	Glycosyl-4,4'-diaponeurosporenoate	C36H50O7	MNXM3282	cpd14868		80353	CPD-9915		
C16148	Staphyloxanthin	C51H78O8	MNXM5932	cpd14869		71690	CPD-9916		
C16149	(3Z)-4-(2-Carboxyphenyl)-2-oxobut-3-enoate	C11H8O5	MNXM2577	cpd14870		49222;58794			
C16150	(R,S)-Nicotine	C10H14N2	MNXM727559	cpd14871		138000		2146	
C16151	2,6-Dihydroxy-N-methylmyosmine	C10H12N2O2	MNXM9779	cpd14872		80354			
C16152	Blue pigment	C10H6N2O6	MNXM97115	cpd14873		64998;65011;80355	CPD-14081	30911	
C16153	UDP-L-Ara4N	C14H23N3O15P2	MNXM1786	cpd14874	udpLa4n	47025;58708	UDP-4-AMINO-4-DEOXY-L-ARABINOSE		
C16154	UDP-L-Ara4FN	C15H23N3O16P2	MNXM728269	cpd14875		47027;58709	UDP-L-ARA4-FORMYL-N		
C16155	UDP-L-Ara4O	C14H20N2O16P2	MNXM1505	cpd14876;cpd15578	udpLa4o	47028;58710	5-BETA-L-THREO-PENTAPYRANOSYL-4-ULOSE-	28100	
C16156	Undecaprenyl phosphate alpha-L-Ara4FN	C61H100NO8P	MNXM1136	cpd14877		53028;58909	CPD0-888		
C16157	Undecaprenyl phosphate alpha-L-Ara4N	C60H100NO7P	MNXM1175	cpd14878		60463;60472	CPD0-1189		
C16158	Exendin-2		MNXM53025	cpd14879		80356			
C16159	2-Formylglutarate	C6H8O5	MNXM1884	cpd14880		49075;58776	CPD-9437		
C16160	Linoleoyl-[acyl-carrier protein]	C18H31OSR	MNXM19075	cpd14881	lnlcACP	80357			
C16161	alpha-Linolenoyl-ACP	C18H29OSR	MNXM41472	cpd14882		80358			
C16162	(9Z,12Z,15Z)-Octadecatrienoyl-CoA	C39H64N7O17P3S	MNXM1104785		lnlncacoa	51985;74034	LINOLENOYL-COA	29016	R-ALL-2046062
C16163	(6Z,9Z,12Z,15Z)-Octadecatetraenoyl-CoA	C39H62N7O17P3S	MNXM1103967	cpd14884	strdnccoa	63545;71489	CPD-14392		R-ALL-2046052
C16164	(8Z,11Z,14Z,17Z)-Icosatetraenoyl-CoA	C41H66N7O17P3S	MNXM1104574	cpd14885	eicostetcoa	63542;74265	CPD-14394		R-ALL-2046051
C16165	(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoyl-CoA	C41H64N7O17P3S	MNXM1105681	cpd14886;cpd24122	5eipencoa;tmndnccoa	63539;73862	CPD-14018		R-ALL-2046059
C16166	(7Z,10Z,13Z,16Z,19Z)-Docosapentaenoyl-CoA	C43H68N7O17P3S	MNXM1104511	cpd14887	clpndcoa	63541;73870	CPD-14426		R-ALL-2046057
C16167	(9Z,12Z,15Z,18Z,21Z)-Tetracosapentaenoyl-CoA	C45H72N7O17P3S	MNXM1104016	cpd14888	tetpent3coa	63543;74083	CPD-17331		R-ALL-2046065
C16168	(6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahexaenoyl-CoA	C45H70N7O17P3S	MNXM1104667	cpd14889	tethex3coa	63540;74086	CPD-17385		R-ALL-2046047;R-ALL-2046054
C16169	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA	C43H66N7O17P3S	MNXM1104405	cpd14890	c226coa	65132;74298	CPD-17312		R-ALL-2066765
C16170	(7Z,10Z,13Z,16Z)-Docosatetraenoyl-CoA	C43H70N7O17P3S	MNXM1104760	cpd14891	adrncoa	63544;73856	CPD-17323		R-ALL-2046060
C16171	(9Z,12Z,15Z,18Z)-Tetracosatetraenoyl-CoA	C45H74N7O17P3S	MNXM1104014	cpd14892	CE4837;tettet6coa	63548;74087	CPD-17328		R-ALL-2046048
C16172	(6Z,9Z,12Z,15Z,18Z)-Tetracosapentaenoyl-CoA	C45H72N7O17P3S	MNXM1103884	cpd14893	tetpent6coa	63546;74084	CPD-18491		R-ALL-2046050;R-ALL-2046055
C16173	(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoyl-CoA	C43H68N7O17P3S	MNXM1106061	cpd14894	dcsptn1coa	76368;76450	CPD-17365		
C16174	Litorin		MNXM60267	cpd14895		80360			
C16175	Ranatensin		MNXM80588	cpd14896		80361			
C16176	Sarafotoxin S6b		MNXM81523	cpd14897		80362			
C16178	Insulin-like 5		MNXM57517						
C16179	(11Z,14Z,17Z)-Icosatrienoyl-CoA	C41H68N7O17P3S	MNXM1104099	cpd14899	M00012	74328;74606	CPD-12647		
C16180	(11Z,14Z)-Icosadienoyl-CoA	C41H70N7O17P3S	MNXM739198	cpd14900		76410;76534	CPD-12646		
C16181	beta-2,3,4,5,6-Pentachlorocyclohexanol	C6H7Cl5O	MNXM5066	cpd14901		80364			
C16182	beta-2,3,5,6-Tetrachloro-1,4-cyclohexanediol	C6H8Cl4O2	MNXM8333	cpd14902		80365			
C16184	(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid ethyl ester	C22H34O2	MNXM31324	cpd14903		84883			
C16185	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid ethyl ester	C24H36O2	MNXM31241	cpd14904		84945;95352			
C16186	L-Ascorbate 6-phosphate	C6H9O9P	MNXM733262	cpd14905		61698;61701;80368	L-ASCORBATE-6-PHOSPHATE		
C16187	7,2'-Dihydroxy-4'-methoxy-isoflavanol	C16H16O5	MNXM739657	cpd14906		72646	CPD-3441		
C16188	7-Hydroxy-2',4',5'-trimethoxyisoflavone	C18H16O6	MNXM5580	cpd14907		80369	CPD-9532		
C16189	9-Demethylmunduserone	C18H16O6	MNXM6985	cpd14908		80370	CPD-9533		
C16190	2,7-Dihydroxy-4'-methoxyisoflavanone	C16H14O5	MNXM2918	cpd14909		62734;85906	CPD-3502	25492	
C16191	Malonyldaidzin	C24H22O12	MNXM7507	cpd14910		80371	CPD-3425		
C16192	Malonylgenistin	C24H22O13	MNXM7508	cpd14911		80372	CPD-3422		
C16193	1,6-Naphthalenedisulfonic acid	C10H8O6S2	MNXM725053	cpd14912		25472;30891			
C16194	2,6-Naphthalenedisulfonic acid	C10H8O6S2	MNXM725054	cpd14913		25475;41070			
C16195	Glycitin	C22H22O10	MNXM739949	cpd14914		80373	CPD-21625		
C16196	1,2-Dihydroxynaphthalene-6-sulfonate	C10H8O5S	MNXM32156	cpd14915		18896			
C16197	Malonylglycitin	C25H24O13	MNXM12182	cpd14916		80374	CPD-21639		
C16198	(Z)-4-(2-Hydroxy-5-sulfonatophenyl)-2-oxo-3-butenoate	C10H8O7S	MNXM6565	cpd14917		18814			
C16199	5-Sulfosalicylate	C7H6O6S	MNXM92035	cpd14918		68555	CPD-18306		
C16200	Phenylboronic acid	C6H7BO2	MNXM727637	cpd14919		44923			
C16201	1-Naphthalenesulfonic acid	C10H8O3S	MNXM12427	cpd14920		25474;30895	CPD-10424		
C16202	2-Naphthalenesulfonic acid	C10H8O3S	MNXM12428	cpd14921		25476;44229			
C16203	Anthracene-cis-1,2-dihydrodiol	C14H12O2	MNXM7185	cpd14922		80375	CPD-8820		
C16204	1,2-Anthracenediol	C14H10O2	MNXM4215	cpd14923		80376			
C16205	Anthracene-9,10-dihydrodiol	C14H12O2	MNXM6177	cpd14924		80377			
C16206	9,10-Dihydroxyanthracene	C14H10O2	MNXM6982	cpd14925		80378			
C16207	Anthraquinone	C14H8O2	MNXM10460	cpd14926		40448	Anthraquinones;CPD-10180		
C16208	1-Methoxy-2-hydroxyanthracene	C15H12O2	MNXM9624	cpd14927		80379			
C16209	3-(2-Carboxyvinyl)naphthalene-2-carboxylic acid	C14H10O4	MNXM9972	cpd14928		80380			
C16210	4-(3-Hydroxy-2-naphthyl)-2-oxobut-3-enoic acid	C14H10O4	MNXM5536	cpd14929		80381			
C16211	6,7-Benzocoumarin	C13H8O2	MNXM10355	cpd14930		80382			
C16212	3-Hydroxy-2-naphthoate	C11H8O3	MNXM5521	cpd14931		80383			
C16213	2,3-Dihydroxynaphthalene	C10H8O2	MNXM7583	cpd14932		38135			
C16214	3-[6-(Carboxymethylene)cyclohexa-2,4-dien-1-ylidene]-2-oxopropanate	C11H8O5	MNXM6784	cpd14933		80384			
C16215	1,2-Dihydrophthalic acid	C8H8O4	MNXM6575	cpd14934		80385			
C16216	3-Oxostearoyl-CoA	C39H68N7O18P3S	MNXM1104572	cpd14935	3ohodcoa	50571;71407	CPD-10260	32336	R-ALL-548812
C16217	3-Hydroxyoctadecanoyl-CoA	C39H70N7O18P3S	MNXM1103920	cpd14936;cpd22621	CE2248	50583;71408;76374;76454	CPD-10261		R-ALL-548836
C16218	(2E)-Octadecenoyl-CoA	C39H68N7O17P3S	MNXM1104783	cpd14937	od2coa	50570;71412	CPD-10262	18861	R-ALL-548809
C16219	3-Oxostearoyl-[acp]	C18H33O2SR	MNXM725968			80386			
C16220	(R)-3-Hydroxyoctadecanoyl-[acp]	C18H35O2SR	MNXM735182	cpd14939					
C16221	(2E)-Octadecenoyl-[acp]	C18H33OSR	MNXM728718		toctd2eACP	80388			
C16222	Formononetin 7-O-glucoside-6''-O-malonate	C25H24O12	MNXM737481	cpd14941;cpd24494		80389	CPD-4562		
C16223	(-)-Medicocarpin	C22H24O9	MNXM2883	cpd14942		80390	CPD-4122		
C16224	Medicarpin 3-O-glucoside-6'-malonate	C25H26O12	MNXM5351	cpd14943		80391	CPD-4123		
C16225	(-)-Vestitol	C16H16O4	MNXM739702	cpd19176		80392	CPD-17501		
C16226	2',7-Dihydroxy-4',5'-methylenedioxyisoflavone	C16H10O6	MNXM6059	cpd30751		80393	CPD-3629		
C16227	(+)-Sophorol	C16H12O6	MNXM6486	cpd14944		80394			
C16228	(-)-Sophorol	C16H12O6	MNXM5353	cpd14945		80395	CPD-3630		
C16229	(+)-Maackiain	C16H12O5	MNXM4889	cpd14946		73030	CPD-4462		
C16230	(+)-6a-Hydroxymaackiain	C16H12O6	MNXM97173	cpd14947		43129	CPD-3942		
C16231	(-)-Maackiain-3-O-glucosyl-6''-O-malonate	C25H24O13	MNXM5350	cpd14948;cpd24477		80396	CPD-4223		
C16232	6,7,4'-Trihydroxyflavanone	C15H12O5	MNXM5563	cpd14949		78026	CPD-6996		
C16233	2,6,7,4'-Tetrahydroxyisoflavanone	C15H12O6	MNXM5445	cpd14950		80397	CPD-6997		
C16234	o-Nitrobenzoate	C7H5NO4	MNXM8070	cpd14951		25619;25620	CPD-9168	20999	
C16235	o-Hydroxylaminobenzoate	C7H7NO3	MNXM3814	cpd14952		25618	CPD-9169		
C16236	Protein N6-(octanoyl)lysine	C8H16NOR	MNXM4090	cpd14953		80398			
C16237	Protein N6-(lipoyl)lysine	C8H14NOS2R	MNXM741251						
C16238	Lipoyl-AMP	C18H26N5O8PS2	MNXM732889	cpd14955		83091;83864	LIPOYL-AMP		
C16239	Lipoyl-[acp]	C8H13OS3R	MNXM732086						
C16240	Apoprotein	NH2R	MNXM91491	cpd14957		13850;16139		3033	
C16241	(R)-Lipoate	C8H14O2S2	MNXM729132	cpd00541;cpd14958	lipoate;lipt	16494;30313;30314;83088	LIPOIC-ACID	31137;5201	R-ALL-429590;R-ALL-429608
C16242	Cobalt-precorrin 5A	C45H52CoN4O16	MNXM2508	cpd19177	codscl5a	52488;60062	CPD-9042		
C16243	Cobalt-precorrin 5B	C43H50CoN4O16	MNXM736807	cpd14960		52489;60063			
C16244	Cobalt-precorrin 7	C44H57CoN4O14	MNXM47444	cpd14961	codscl7	52490;70791	CPD-9048		
C16245	D-Glucuronic acid	C6H10O7	MNXM147428	cpd19178;cpd27109		142686;47953	CPD-15530;GLUCURONATE		
C16246	3,5-Dibromo-4-hydroxybenzamide	C7H5Br2NO2	MNXM36095	cpd14962		19896			
C16247	2,6-Dibromophenol	C6H4Br2O	MNXM6686	cpd14963		19391			
C16248	2,6-Dibromohydroquinone	C6H4Br2O2	MNXM5446	cpd14964		19390			
C16249	2-Bromomaleylacetate	C6H5BrO5	MNXM6695	cpd14965		19480			
C16250	MTIC	C5H8N6O	MNXM1108391			72568			
C16251	3-epi-6-Deoxocathasterone	C28H50O2	MNXM733000						
C16252	(22R,23R)-22,23-Dihydroxycampesterol	C28H48O3	MNXM739218			80401			
C16253	(22R,23R)-22,23-Dihydroxy-campest-4-en-3-one	C28H46O3	MNXM737881			80402			
